# DIAMOND v2.0.15. http://github.com/bbuchfink/diamond
# Invocation: diamond blastp --header -p 16 -f 6 qseqid stitle pident evalue -d /ref/cog-20.fa -q SRR19573024/prodigal/002.fasta.faa -o SRR19573024/diamond/002.fasta.tsv
# Fields: Query ID, Subject title, Percentage of identical matches, Expected value
k115_165_2	WP_048132427_1 HicB family protein [Methanothrix soehngenii]	50.0	2.06e-11
k115_165_2	WP_015229614_1 HicB family protein [Dactylococcopsis salina]	58.0	5.75e-11
k115_165_2	WP_099324886_1 type II toxin-antitoxin system HicB family antitoxin [Candidatus Kuenenia stuttgartiensis]	56.9	8.15e-11
k115_165_2	WP_012264985_1 type II toxin-antitoxin system HicB family antitoxin [Microcystis aeruginosa]	54.0	8.55e-11
k115_165_2	WP_083782467_1 type II toxin-antitoxin system HicB family antitoxin [Nostoc punctiforme]	53.1	1.72e-10
k115_165_2	WP_081464912_1 type II toxin-antitoxin system HicB family antitoxin [Chloracidobacterium thermophilum]	55.1	1.81e-10
k115_165_2	WP_006930470_1 type II toxin-antitoxin system HicB family antitoxin [Caldithrix abyssi]	55.1	7.32e-10
k115_165_2	WP_062148482_1 type II toxin-antitoxin system HicB family antitoxin [Beggiatoa leptomitoformis]	53.1	9.68e-10
k115_165_2	WP_013320546_1 type II toxin-antitoxin system HicB family antitoxin [Cyanothece sp. PCC 7822]	49.0	5.19e-09
k115_165_2	WP_011447454_1 type II toxin-antitoxin system HicB family antitoxin [Methanospirillum hungatei]	46.9	8.67e-09
k115_165_2	BBD52831_1 hypothetical protein NIES204_00880 [Planktothrix agardhii NIES-204]	51.9	1.20e-08
k115_165_2	WP_083816102_1 HicB family protein [Thermodesulfobium narugense]	55.3	1.29e-08
k115_165_2	WP_096717421_1 type II toxin-antitoxin system HicB family antitoxin [Chondrocystis sp. NIES-4102]	53.3	2.31e-08
k115_60_1	WP_011320686_1 serine/threonine protein kinase [Trichormus variabilis]	64.8	2.97e-47
k115_60_1	WP_011321172_1 serine/threonine protein kinase [Trichormus variabilis]	63.1	4.06e-47
k115_60_1	WP_010995794_1 MULTISPECIES: serine/threonine protein kinase [Nostocaceae]	59.8	5.80e-45
k115_60_1	WP_015173225_1 multi-sensor signal transduction multi-kinase [Geitlerinema sp. PCC 7407]	63.7	1.47e-44
k115_60_1	WP_006622089_1 MULTISPECIES: serine/threonine protein kinase [Arthrospira]	62.9	6.09e-43
k115_60_1	WP_015129655_1 multi-sensor signal transduction multi-kinase [Calothrix sp. PCC 7507]	62.6	1.55e-42
k115_60_1	WP_015132496_1 PAS domain S-box protein [Leptolyngbya sp. PCC 7376]	60.2	1.58e-42
k115_60_1	WP_015129493_1 multi-sensor signal transduction multi-kinase [Calothrix sp. PCC 7507]	60.7	5.35e-42
k115_60_1	WP_104009963_1 histidine kinase [Trichormus variabilis]	60.7	7.32e-42
k115_60_1	WP_015175733_1 multi-sensor signal transduction multi-kinase [Oscillatoria nigro-viridis]	61.8	1.36e-41
k115_60_1	WP_015119380_1 hybrid sensor histidine kinase/response regulator [Rivularia sp. PCC 7116]	58.3	1.37e-41
k115_60_1	WP_062249212_1 histidine kinase [Fischerella sp. NIES-3754]	59.0	1.86e-41
k115_60_1	WP_015129492_1 PAS domain S-box protein [Calothrix sp. PCC 7507]	57.4	1.86e-41
k115_60_1	WP_011318939_1 sensor histidine kinase [Trichormus variabilis]	56.6	1.93e-41
k115_60_1	WP_015217359_1 multi-sensor signal transduction multi-kinase [Anabaena cylindrica]	59.0	3.44e-41
k115_60_1	WP_010994885_1 MULTISPECIES: serine/threonine protein kinase [Nostocaceae]	61.0	3.44e-41
k115_60_1	WP_010995074_1 MULTISPECIES: serine/threonine protein kinase [Nostocaceae]	59.0	4.69e-41
k115_60_1	WP_011319598_1 serine/threonine protein kinase [Trichormus variabilis]	58.2	4.71e-41
k115_60_1	WP_010996838_1 MULTISPECIES: PAS domain S-box protein [Nostocaceae]	59.8	4.71e-41
k115_60_1	WP_010999008_1 MULTISPECIES: two-component sensor histidine kinase [Nostocaceae]	56.6	5.40e-41
k115_60_1	WP_015132680_1 GHKL domain-containing protein [Leptolyngbya sp. PCC 7376]	58.2	1.62e-40
k115_60_1	WP_015171828_1 multi-sensor signal transduction multi-kinase [Geitlerinema sp. PCC 7407]	59.8	2.21e-40
k115_60_1	WP_010994530_1 MULTISPECIES: serine/threonine protein kinase [Nostocaceae]	58.2	4.12e-40
k115_60_1	WP_015132208_1 GHKL domain-containing protein [Calothrix sp. PCC 7507]	59.0	4.12e-40
k115_60_1	WP_010997834_1 MULTISPECIES: serine/threonine protein kinase [Nostocaceae]	58.2	4.14e-40
k115_60_2	WP_071884025_1 serine/threonine protein kinase [Oscillatoria nigro-viridis]	56.4	0.0
k115_60_2	WP_015175191_1 multi-sensor signal transduction multi-kinase [Oscillatoria nigro-viridis]	55.8	0.0
k115_60_2	WP_046319551_1 PAS domain S-box protein [Arthrospira sp. TJSD091]	54.0	0.0
k115_60_2	WP_015175734_1 multi-sensor signal transduction multi-kinase [Oscillatoria nigro-viridis]	56.2	0.0
k115_60_2	WP_010994885_1 MULTISPECIES: serine/threonine protein kinase [Nostocaceae]	54.6	0.0
k115_60_2	WP_011319598_1 serine/threonine protein kinase [Trichormus variabilis]	54.1	0.0
k115_60_2	WP_015132210_1 GHKL domain-containing protein [Calothrix sp. PCC 7507]	53.9	0.0
k115_60_2	WP_011320686_1 serine/threonine protein kinase [Trichormus variabilis]	52.3	0.0
k115_60_2	WP_015173225_1 multi-sensor signal transduction multi-kinase [Geitlerinema sp. PCC 7407]	51.8	0.0
k115_60_2	WP_015132207_1 GHKL domain-containing protein [Calothrix sp. PCC 7507]	52.6	0.0
k115_60_2	WP_015119912_1 PAS domain S-box protein [Rivularia sp. PCC 7116]	50.5	0.0
k115_60_2	WP_104009982_1 serine/threonine protein kinase [Trichormus variabilis]	51.9	0.0
k115_60_2	WP_012408446_1 PAS domain S-box protein [Nostoc punctiforme]	52.3	0.0
k115_60_2	WP_010995074_1 MULTISPECIES: serine/threonine protein kinase [Nostocaceae]	51.4	0.0
k115_60_2	WP_010997707_1 MULTISPECIES: GHKL domain-containing protein [Nostocaceae]	50.8	0.0
k115_60_2	WP_015175733_1 multi-sensor signal transduction multi-kinase [Oscillatoria nigro-viridis]	51.8	0.0
k115_60_2	WP_011321172_1 serine/threonine protein kinase [Trichormus variabilis]	51.1	0.0
k115_60_2	WP_015133851_1 multi-sensor signal transduction multi-kinase [Leptolyngbya sp. PCC 7376]	50.5	0.0
k115_60_2	WP_011320251_1 GHKL domain-containing protein [Trichormus variabilis]	50.9	0.0
k115_60_2	WP_062249212_1 histidine kinase [Fischerella sp. NIES-3754]	51.9	0.0
k115_60_2	WP_015121153_1 ATPase [Rivularia sp. PCC 7116]	51.7	0.0
k115_60_2	WP_015129492_1 PAS domain S-box protein [Calothrix sp. PCC 7507]	51.1	0.0
k115_60_2	WP_015176758_1 multi-sensor signal transduction multi-kinase [Oscillatoria nigro-viridis]	49.8	0.0
k115_60_2	WP_015129493_1 multi-sensor signal transduction multi-kinase [Calothrix sp. PCC 7507]	50.6	0.0
k115_60_2	WP_015175502_1 multi-sensor signal transduction multi-kinase [Oscillatoria nigro-viridis]	50.4	0.0
k115_0_1	WP_015218164_1 DNA polymerase beta domain-containing protein region [Cyanobacterium aponinum]	68.6	1.54e-28
k115_0_1	WP_015229414_1 nucleotidyltransferase [Dactylococcopsis salina]	72.1	1.27e-27
k115_0_1	WP_015190622_1 DNA polymerase beta domain protein region [Gloeocapsa sp. PCC 7428]	63.8	2.97e-26
k115_0_1	WP_012872823_1 nucleotidyltransferase [Sphaerobacter thermophilus]	63.8	3.30e-23
k115_0_1	WP_015216460_1 nucleotidyltransferase [Anabaena cylindrica]	59.4	1.34e-22
k115_0_1	WP_008053734_1 MULTISPECIES: nucleotidyltransferase [Arthrospira]	62.3	1.90e-22
k115_0_1	WP_002736589_1 MULTISPECIES: nucleotidyltransferase [Microcystis]	56.5	3.13e-21
k115_0_1	WP_002757283_1 MULTISPECIES: nucleotidyltransferase [Microcystis]	56.5	6.32e-21
k115_0_1	WP_015230339_1 nucleotidyltransferase [Dactylococcopsis salina]	60.3	6.32e-21
k115_0_1	WP_015202649_1 nucleotidyltransferase [Crinalium epipsammum]	56.5	8.96e-21
k115_0_1	WP_015285059_1 nucleotidyltransferase [Methanoregula formicica]	55.2	3.14e-19
k115_0_1	WP_015116773_1 nucleotidyltransferase [Rivularia sp. PCC 7116]	50.7	1.21e-18
k115_0_1	WP_015186560_1 nucleotidyltransferase [Gloeocapsa sp. PCC 7428]	51.5	1.21e-18
k115_0_1	WP_053550457_1 hypothetical protein [Desulfuromonas soudanensis]	48.6	4.89e-18
k115_0_1	WP_015213383_1 DNA polymerase beta domain protein region [Anabaena cylindrica]	55.2	8.03e-17
k115_0_1	WP_015132264_1 nucleotidyltransferase [Leptolyngbya sp. PCC 7376]	49.3	1.23e-16
k115_0_1	WP_014100424_1 nucleotidyltransferase [Chloracidobacterium thermophilum]	50.7	2.35e-16
k115_0_1	BBD57015_1 nucleotidyltransferase (plasmid) [Planktothrix agardhii NIES-204]	53.7	4.61e-16
k115_0_1	WP_006195959_1 DNA polymerase subunit beta [Nodularia spumigena]	53.7	4.61e-16
k115_0_1	WP_053551074_1 hypothetical protein [Desulfuromonas soudanensis]	47.7	3.95e-15
k115_0_1	NP_683022_1 hypothetical protein tsl2232 [Thermosynechococcus elongatus BP-1]	53.7	3.73e-14
k115_0_1	WP_006624758_1 MULTISPECIES: nucleotidyltransferase [Arthrospira]	52.9	8.71e-14
k115_0_1	WP_015224883_1 DNA polymerase beta domain-containing protein region [Halothece sp. PCC 7418]	50.7	1.61e-13
k115_0_1	WP_015324460_1 nucleotidyltransferase [Methanomethylovorans hollandica]	47.8	1.98e-13
k115_0_1	WP_041646225_1 DNA polymerase [Aromatoleum aromaticum]	52.9	9.54e-13
k115_0_2	WP_015218165_1 DUF86 domain-containing protein [Cyanobacterium aponinum]	56.0	1.38e-38
k115_0_2	WP_015202648_1 DUF86 domain-containing protein [Crinalium epipsammum]	40.9	2.08e-28
k115_0_2	WP_015230338_1 DUF86 domain-containing protein [Dactylococcopsis salina]	36.4	1.92e-23
k115_0_2	WP_041279257_1 DUF86 domain-containing protein [Desulfobacula toluolica]	34.9	3.30e-21
k115_0_2	WP_041279262_1 DUF86 domain-containing protein [Desulfobacula toluolica]	34.9	3.30e-21
k115_0_2	WP_015286262_1 DUF86 domain-containing protein [Methanoregula formicica]	36.0	5.21e-21
k115_0_2	WP_068549948_1 DUF86 domain-containing protein [Thermosulfidibacter takaii]	34.3	9.64e-21
k115_0_2	WP_015157310_1 DUF86 domain-containing protein [Chroococcidiopsis thermalis]	33.6	1.10e-20
k115_0_2	WP_013388086_1 DUF86 domain-containing protein [Ilyobacter polytropus]	37.4	1.48e-20
k115_0_2	WP_012447498_1 DUF86 domain-containing protein [Natranaerobius thermophilus]	36.7	1.83e-20
k115_0_2	WP_006522120_1 DUF86 domain-containing protein [Desulfotomaculum gibsoniae]	34.7	2.74e-20
k115_0_2	WP_015049912_1 DUF86 domain-containing protein [Thermacetogenium phaeum]	33.6	2.97e-20
k115_0_2	WP_053551075_1 DUF86 domain-containing protein [Desulfuromonas soudanensis]	35.8	4.32e-20
k115_0_2	WP_011025150_1 DUF86 domain-containing protein [Caldanaerobacter subterraneus]	33.3	5.49e-20
k115_0_2	WP_005809264_1 DUF86 domain-containing protein [Desulfitobacterium hafniense]	38.2	1.65e-19
k115_0_2	WP_011958386_1 DUF86 domain-containing protein [Roseiflexus sp. RS-1]	32.5	1.65e-19
k115_0_2	WP_011958257_1 DUF86 domain-containing protein [Roseiflexus sp. RS-1]	37.0	1.78e-19
k115_0_2	WP_011918162_1 MULTISPECIES: DUF86 domain-containing protein [Bacteria]	40.8	9.61e-19
k115_0_2	WP_012964960_1 DUF86 domain-containing protein [Ferroglobus placidus]	36.4	4.06e-18
k115_0_2	WP_015132664_1 DUF86 domain-containing protein [Leptolyngbya sp. PCC 7376]	38.0	4.67e-18
k115_0_2	WP_012681562_1 DUF86 domain-containing protein [Gemmatimonas aurantiaca]	32.0	5.05e-18
k115_0_2	WP_015324461_1 DUF86 domain-containing protein [Methanomethylovorans hollandica]	34.0	8.13e-18
k115_0_2	WP_127568008_1 DUF86 domain-containing protein [Glycocaulis alkaliphilus]	36.7	1.18e-17
k115_0_2	WP_015259666_1 DUF86 domain-containing protein [Thioalkalivibrio nitratireducens]	33.0	1.67e-17
k115_0_2	WP_015054175_1 DUF86 domain-containing protein [Methanolobus psychrophilus]	33.0	2.19e-17
k115_0_3	WP_014776653_1 IS1 family transposase [Thiocystis violascens]	54.5	2.74e-30
k115_0_3	WP_015213505_1 IS1 family transposase [Anabaena cylindrica]	53.2	1.21e-28
k115_0_3	WP_062154560_1 transposase [Beggiatoa leptomitoformis]	51.9	3.86e-26
k115_0_3	WP_015135317_1 transposase [Leptolyngbya sp. PCC 7376]	57.9	3.80e-24
k115_0_3	WP_013032191_1 IS1 family transposase [Nitrosococcus halophilus]	45.7	1.94e-20
k115_0_3	WP_013032646_1 IS1 family transposase [Nitrosococcus halophilus]	45.7	1.94e-20
k115_0_3	WP_085937431_1 IS1 family transposase [Arthrospira sp. PCC 8005]	42.3	8.02e-14
k115_0_3	WP_006669616_1 MULTISPECIES: IS1 family transposase ISArma2 [Arthrospira]	41.0	4.28e-13
k115_0_3	WP_085937415_1 IS1-like element ISArma2 family transposase [Arthrospira sp. PCC 8005]	41.0	4.28e-13
k115_0_3	WP_108614977_1 IS1 family transposase [Arthrospira sp. TJSD092]	41.0	4.28e-13
k115_0_3	WP_015233176_1 IS1595 family transposase ISNagr10 [Natronobacterium gregoryi]	32.2	4.66e-05
k115_0_3	WP_015233481_1 IS1595 family transposase [Natronobacterium gregoryi]	32.2	4.66e-05
k115_0_3	WP_015233702_1 IS1595 family transposase [Natronobacterium gregoryi]	32.2	4.66e-05
k115_0_4	WP_013334870_1 ISL3 family transposase [Cyanothece sp. PCC 7822]	38.6	1.18e-59
k115_0_4	WP_013325581_1 ISL3 family transposase [Cyanothece sp. PCC 7822]	37.0	1.06e-55
k115_0_4	WP_010999855_1 MULTISPECIES: ISL3 family transposase [Nostocaceae]	35.1	6.60e-55
k115_0_4	WP_010996851_1 ISL3 family transposase [Nostoc sp. PCC 7120]	35.1	9.28e-55
k115_0_4	WP_012268198_1 ISL3 family transposase [Microcystis aeruginosa]	34.4	1.24e-54
k115_0_4	WP_012265780_1 ISL3 family transposase [Microcystis aeruginosa]	34.3	3.46e-54
k115_0_4	WP_012266465_1 ISL3 family transposase [Microcystis aeruginosa]	34.6	3.46e-54
k115_0_4	WP_012266664_1 ISL3 family transposase [Microcystis aeruginosa]	34.6	3.46e-54
k115_0_4	WP_012263890_1 ISL3 family transposase ISMae36 [Microcystis aeruginosa]	34.3	4.86e-54
k115_0_4	WP_012264809_1 ISL3 family transposase [Microcystis aeruginosa]	34.6	4.86e-54
k115_0_4	WP_012264790_1 ISL3 family transposase [Microcystis aeruginosa]	34.3	1.35e-53
k115_0_4	WP_012267283_1 ISL3 family transposase [Microcystis aeruginosa]	34.3	1.35e-53
k115_0_4	WP_012263806_1 ISL3 family transposase [Microcystis aeruginosa]	34.3	2.67e-53
k115_0_4	WP_012265414_1 ISL3 family transposase [Microcystis aeruginosa]	34.0	5.28e-53
k115_0_4	WP_012266735_1 ISL3 family transposase [Microcystis aeruginosa]	34.3	5.28e-53
k115_0_4	WP_012267609_1 ISL3 family transposase [Microcystis aeruginosa]	34.0	1.04e-52
k115_0_4	WP_012264369_1 ISL3 family transposase [Microcystis aeruginosa]	34.0	4.06e-52
k115_0_4	WP_042465813_1 ISL3 family transposase [Anabaena cylindrica]	33.5	2.94e-50
k115_0_4	WP_042465948_1 ISL3 family transposase [Anabaena cylindrica]	33.5	8.12e-50
k115_0_4	AFY92342_1 transposase family protein [Chamaesiphon minutus PCC 6605]	35.4	5.10e-47
k115_0_4	AFY93313_1 transposase family protein [Chamaesiphon minutus PCC 6605]	35.4	5.10e-47
k115_0_4	AFY93527_1 transposase family protein [Chamaesiphon minutus PCC 6605]	35.4	5.10e-47
k115_0_4	AFY94823_1 transposase family protein [Chamaesiphon minutus PCC 6605]	35.4	5.10e-47
k115_0_4	AFY96524_1 transposase family protein [Chamaesiphon minutus PCC 6605]	35.4	5.10e-47
k115_0_4	AFY96916_1 transposase family protein (plasmid) [Chamaesiphon minutus PCC 6605]	35.4	5.10e-47
k115_0_5	WP_006668749_1 MULTISPECIES: IS630 family transposase [Arthrospira]	100	2.29e-78
k115_0_5	WP_006670011_1 MULTISPECIES: IS630 family transposase [Arthrospira]	100	2.29e-78
k115_0_5	WP_108615030_1 IS630 family transposase [Arthrospira sp. TJSD092]	100	2.29e-78
k115_0_5	WP_108615121_1 IS630 family transposase [Arthrospira sp. TJSD092]	100	2.29e-78
k115_0_5	WP_008050487_1 IS630 family transposase ISAtsp1 [Arthrospira sp. PCC 8005]	100	4.03e-78
k115_0_5	WP_108614679_1 IS630-like element ISAtsp1 family transposase [Arthrospira sp. TJSD092]	100	4.03e-78
k115_0_5	WP_108614723_1 IS630 family transposase [Arthrospira sp. TJSD092]	100	4.03e-78
k115_0_5	WP_108614752_1 IS630 family transposase [Arthrospira sp. TJSD092]	100	4.03e-78
k115_0_5	WP_108614764_1 IS630-like element ISAtsp1 family transposase [Arthrospira sp. TJSD092]	100	4.03e-78
k115_0_5	WP_108614799_1 IS630 family transposase [Arthrospira sp. TJSD092]	100	4.03e-78
k115_0_5	WP_108614927_1 IS630 family transposase [Arthrospira sp. TJSD092]	100	4.03e-78
k115_0_5	WP_108614948_1 IS630 family transposase [Arthrospira sp. TJSD092]	100	4.03e-78
k115_0_5	WP_006668103_1 MULTISPECIES: IS630 family transposase [Arthrospira]	99.1	6.53e-78
k115_0_5	WP_006621412_1 MULTISPECIES: IS630 family transposase [Arthrospira]	99.1	9.27e-78
k115_0_5	WP_048895136_1 IS630-like element ISAtsp1 family transposase [Arthrospira sp. PCC 8005]	99.1	1.15e-77
k115_0_5	WP_108614981_1 IS630 family transposase [Arthrospira sp. TJSD092]	99.1	1.15e-77
k115_0_5	WP_108615029_1 IS630 family transposase [Arthrospira sp. TJSD092]	99.1	1.31e-77
k115_0_5	WP_006668162_1 IS630 family transposase [Arthrospira maxima]	98.2	2.64e-77
k115_0_5	WP_108614722_1 IS630 family transposase [Arthrospira sp. TJSD092]	99.1	2.64e-77
k115_0_5	WP_108615016_1 IS630 family transposase [Arthrospira sp. TJSD092]	98.2	4.64e-77
k115_0_5	WP_048895140_1 IS630 family transposase [Arthrospira sp. PCC 8005]	98.2	5.33e-77
k115_0_5	WP_108614753_1 IS630 family transposase [Arthrospira sp. TJSD092]	98.2	7.55e-77
k115_0_5	WP_108615054_1 IS630 family transposase [Arthrospira sp. TJSD092]	98.2	7.55e-77
k115_0_5	WP_108614926_1 IS630 family transposase [Arthrospira sp. TJSD092]	98.2	1.07e-76
k115_0_5	WP_006620892_1 IS630 family transposase [Arthrospira platensis]	98.2	1.32e-76
k115_0_6	WP_006670343_1 MULTISPECIES: IS630 family transposase [Arthrospira]	98.8	4.94e-120
k115_0_6	WP_048895136_1 IS630-like element ISAtsp1 family transposase [Arthrospira sp. PCC 8005]	98.8	4.94e-120
k115_0_6	WP_108614679_1 IS630-like element ISAtsp1 family transposase [Arthrospira sp. TJSD092]	98.8	4.94e-120
k115_0_6	WP_108614731_1 IS630 family transposase [Arthrospira sp. TJSD092]	98.8	4.94e-120
k115_0_6	WP_108614928_1 IS630-like element ISAtsp1 family transposase [Arthrospira sp. TJSD092]	98.8	4.94e-120
k115_0_6	WP_108614929_1 IS630 family transposase [Arthrospira sp. TJSD092]	98.8	4.94e-120
k115_0_6	WP_108614970_1 IS630 family transposase [Arthrospira sp. TJSD092]	98.8	4.94e-120
k115_0_6	WP_108614764_1 IS630-like element ISAtsp1 family transposase [Arthrospira sp. TJSD092]	98.2	2.01e-119
k115_0_6	WP_008050487_1 IS630 family transposase ISAtsp1 [Arthrospira sp. PCC 8005]	98.2	2.85e-119
k115_0_6	WP_006620892_1 IS630 family transposase [Arthrospira platensis]	98.2	4.04e-119
k115_0_6	WP_006667970_1 IS630 family transposase [Arthrospira maxima]	98.2	4.04e-119
k115_0_6	WP_108614927_1 IS630 family transposase [Arthrospira sp. TJSD092]	98.2	4.04e-119
k115_0_6	WP_108614971_1 IS630 family transposase [Arthrospira sp. TJSD092]	98.2	4.04e-119
k115_0_6	WP_108614981_1 IS630 family transposase [Arthrospira sp. TJSD092]	98.2	4.04e-119
k115_0_6	WP_108614948_1 IS630 family transposase [Arthrospira sp. TJSD092]	98.2	5.74e-119
k115_0_6	WP_048895156_1 IS630 family transposase [Arthrospira sp. PCC 8005]	97.6	8.15e-119
k115_0_6	WP_108614799_1 IS630 family transposase [Arthrospira sp. TJSD092]	97.6	8.15e-119
k115_0_6	WP_108615015_1 IS630 family transposase [Arthrospira sp. TJSD092]	97.6	8.15e-119
k115_0_6	WP_108615016_1 IS630 family transposase [Arthrospira sp. TJSD092]	97.6	8.15e-119
k115_0_6	WP_108614752_1 IS630 family transposase [Arthrospira sp. TJSD092]	97.6	1.16e-118
k115_0_6	WP_006668515_1 IS630 family transposase [Arthrospira maxima]	98.2	1.64e-118
k115_0_6	WP_006623302_1 IS630 family transposase [Arthrospira platensis]	97.6	3.31e-118
k115_0_6	WP_108614723_1 IS630 family transposase [Arthrospira sp. TJSD092]	97.6	3.31e-118
k115_0_6	WP_108614832_1 IS630 family transposase [Arthrospira sp. TJSD092]	97.0	9.47e-118
k115_0_6	WP_006669810_1 MULTISPECIES: IS630 family transposase [Arthrospira]	96.3	1.34e-117
k115_0_7	WP_015213505_1 IS1 family transposase [Anabaena cylindrica]	76.0	4.04e-70
k115_0_7	WP_014776653_1 IS1 family transposase [Thiocystis violascens]	61.7	1.11e-52
k115_0_7	WP_013032646_1 IS1 family transposase [Nitrosococcus halophilus]	57.0	1.38e-46
k115_0_7	WP_013032191_1 IS1 family transposase [Nitrosococcus halophilus]	57.0	3.92e-46
k115_0_7	WP_045475828_1 hypothetical protein [Thioploca ingrica]	44.5	3.51e-31
k115_0_7	WP_015135317_1 transposase [Leptolyngbya sp. PCC 7376]	69.3	3.04e-29
k115_0_7	WP_121814081_1 IS1 family transposase [Buttiauxella sp. 3AFRM03]	40.6	2.21e-15
k115_0_7	WP_121813101_1 IS1 family transposase [Buttiauxella sp. 3AFRM03]	40.6	8.42e-15
k115_0_7	WP_081432365_1 hypothetical protein [Trichodesmium erythraeum]	68.4	2.83e-12
k115_0_7	WP_081432510_1 hypothetical protein [Trichodesmium erythraeum]	76.7	5.76e-11
k115_0_7	WP_079891170_1 hypothetical protein [Waddlia chondrophila]	40.0	3.93e-07
k115_0_8	WP_002793069_1 twitching motility protein PilT [Microcystis aeruginosa]	48.7	2.99e-17
k115_0_8	AFZ24983_1 virulence-associated protein [Cylindrospermum stagnale PCC 7417]	47.3	1.62e-14
k115_0_8	WP_006621216_1 MULTISPECIES: hypothetical protein [Arthrospira]	48.6	6.58e-14
k115_0_8	WP_006196446_1 twitching motility protein PilT [Nodularia spumigena]	37.8	5.35e-13
k115_0_8	WP_009566530_1 MULTISPECIES: AbrB/MazE/SpoVT family DNA-binding domain-containing protein [Bacteria]	36.6	6.17e-12
k115_0_8	WP_041356451_1 AbrB/MazE/SpoVT family DNA-binding domain-containing protein [Nitrosomonas europaea]	34.6	5.01e-11
